id,item_group_id,title,link,image_link,price,sale_price,availability,isactive,isdefault
5063056949728,IGCRJ004,Hawes & Curtis Fitted Slim Navy & White Small Check Non-Iron Shirt - Contrast Detail,http://www.hawesandcurtis.co.uk/fitted-slim-navy-and-white-small-check-non-iron-shirt-contrast-detail-igcrj004-g17,https://handcmediastorage.blob.core.windows.net/productimages/IG/IGCRJ004-G17-205434-1400px-1820px.jpg,69.00 GBP,25.00 GBP,in stock,TRUE,TRUE
5063056711516,PCDZI028,Hawes & Curtis Slim Fit White & Navy Paisley Diamond Weave Curtis Shirt,http://www.hawesandcurtis.co.uk/white-and-navy-paisley-diamond-weave-slim-curtis-shirt-pcdzi028-n15,https://handcmediastorage.blob.core.windows.net/productimages/PC/PCDZI028-N15-202001-1400px-1820px.jpg,69.00 GBP,25.00 GBP,in stock,TRUE,TRUE
5063056692877,PPPHI009,Hawes & Curtis Black Button Through Knitted Polo Shirt - Long Sleeve,http://www.hawesandcurtis.co.uk/black-button-through-knitted-cotton-polo-shirt-long-sleeve-ppphi009-a01,https://handcmediastorage.blob.core.windows.net/productimages/PP/PPPHI009-A01-205105-1400px-1820px.jpg,79.00 GBP,29.00 GBP,in stock,TRUE,TRUE
5063056935400,EACRJ003,Hawes & Curtis Extra Slim Fit Blue & White Check Non-Iron Shirt - Contrast Detail,http://www.hawesandcurtis.co.uk/extra-slim-fit-blue-and-white-check-non-iron-shirt-contrast-detail-eacrj003-b04,https://handcmediastorage.blob.core.windows.net/productimages/EA/EACRJ003-B04-206700-1400px-1820px.jpg,69.00 GBP,25.00 GBP,in stock,TRUE,TRUE
5063755032806,WVSRK001,Hawes & Curtis Classic Fit Pink & White Textured Stripe Non-Iron Shirt,http://www.hawesandcurtis.co.uk/classic-fit-pink-and-white-textured-stripe-non-iron-shirt-wvsrk001-j18,https://handcmediastorage.blob.core.windows.net/productimages/WV/WVSRK001-J18-216320-1400px-1820px.jpg,69.00 GBP,25.00 GBP,in stock,TRUE,TRUE
5063755031618,SSSRK001,Hawes & Curtis Slim Fit Pink & White Textured Stripe Non-Iron Shirt,http://www.hawesandcurtis.co.uk/slim-fit-pink-and-white-textured-stripe-non-iron-shirt-sssrk001-j18,https://handcmediastorage.blob.core.windows.net/productimages/SS/SSSRK001-J18-216316-1400px-1820px.jpg,69.00 GBP,25.00 GBP,in stock,TRUE,TRUE
5063056983739,COPLL188,Hawes & Curtis Tailored Fit Green Check 1913 Blazer,http://www.hawesandcurtis.co.uk/tailored-fit-green-check-1913-blazer-copll188-e01,https://handcmediastorage.blob.core.windows.net/productimages/CO/COPLL188-E01-210607-1400px-1820px.jpg,329.00 GBP,199.00 GBP,in stock,TRUE,TRUE
5063056984910,COPLL187,Hawes & Curtis Tailored Fit Tan Check 1913 Blazer,http://www.hawesandcurtis.co.uk/tailored-fit-tan-check-1913-blazer-copll187-z03,https://handcmediastorage.blob.core.windows.net/productimages/CO/COPLL187-Z03-210618-1400px-1820px.jpg,329.00 GBP,199.00 GBP,in stock,TRUE,TRUE
5063056943627,COPLJT26,Hawes & Curtis Tailored Fit Wine Twill 1913 Blazer,http://www.hawesandcurtis.co.uk/wine-twill-1913-blazer-copljt26-l30,https://handcmediastorage.blob.core.windows.net/productimages/CO/COPLJT26-L30-206726-1400px-1820px.jpg,349.00 GBP,199.00 GBP,in stock,TRUE,TRUE
5063056936070,EACRJ004,Hawes & Curtis Extra Slim Fit Blue & Navy Check Non-Iron Shirt - Contrast Detail,http://www.hawesandcurtis.co.uk/extra-slim-fit-blue-and-navy-small-check-non-iron-shirt-contrast-detail-eacrj004-b20,https://handcmediastorage.blob.core.windows.net/productimages/EA/EACRJ004-B20-206696-1400px-1820px.jpg,69.00 GBP,25.00 GBP,in stock,TRUE,TRUE
5063755084386,LDCRK004,Hawes & Curtis Classic Fit Blue & White Check Non-Iron Shirt - Contrast Detail  - Chest Pocket,http://www.hawesandcurtis.co.uk/classic-fit-blue-and-white-check-non-iron-shirt-contrast-detail-chest-pocket1-ldcrk004-b04,https://handcmediastorage.blob.core.windows.net/productimages/LD/LDCRK004-B04-210476-1400px-1820px.jpg,69.00 GBP,25.00 GBP,in stock,TRUE,TRUE
5063755128011,LDSRK009,Hawes & Curtis Classic Fit Blue & White Bold Stripe Non-Iron Shirt - Contrast Detail  - Chest Pocket,http://www.hawesandcurtis.co.uk/classic-fit-blue-and-white-bold-stripe-non-iron-shirt-contrast-detail-chest-pocket1-ldsrk009-b04,https://handcmediastorage.blob.core.windows.net/productimages/LD/LDSRK009-B04-212436-1400px-1820px.jpg,69.00 GBP,25.00 GBP,in stock,TRUE,TRUE
5063755125669,SYCRK007,Hawes & Curtis Slim Fit Navy & Pink Multi Check Non-Iron Shirt - Contrast Detail,http://www.hawesandcurtis.co.uk/slim-fit-navy-and-pink-multi-check-non-iron-shirt-contrast-detail-sycrk007-g15,https://handcmediastorage.blob.core.windows.net/productimages/SY/SYCRK007-G15-216285-1400px-1820px.jpg,69.00 GBP,25.00 GBP,in stock,TRUE,TRUE
5063755082511,PPPHI013,Hawes & Curtis Beige Premium Knitted Linen Polo Shirt,http://www.hawesandcurtis.co.uk/slim-fit-beige-open-collar-knitted-linen-polo-shirt-ppphi013-h20,https://handcmediastorage.blob.core.windows.net/productimages/PP/PPPHI013-H20-216496-1400px-1820px.jpg,69.00 GBP,48.00 GBP,in stock,TRUE,TRUE
5063056736830,PPPHG005,Hawes & Curtis Midnight Navy Premium Knit Polo Shirt,http://www.hawesandcurtis.co.uk/midnight-navy-collar-knitted-cotton-polo-shirt-short-sleeve-ppphg005-z80,https://handcmediastorage.blob.core.windows.net/productimages/PP/PPPHG005-Z80-212316-1400px-1820px.jpg,69.00 GBP,39.00 GBP,in stock,TRUE,TRUE
5063056694031,WEPFA001,Hawes & Curtis Regular Fit Grey Oxford Shirt,http://www.hawesandcurtis.co.uk/grey-oxford-shirt-button-down-collar-wepfa001-f01,https://handcmediastorage.blob.core.windows.net/productimages/WE/WEPFA001-F01-207830-1400px-1820px.jpg,65.00 GBP,25.00 GBP,in stock,TRUE,TRUE
5063056571530,COPDH331,Hawes & Curtis Black Hooded Padded Coat,http://www.hawesandcurtis.co.uk/black-hooded-padded-coat-copdh331-a01,https://handcmediastorage.blob.core.windows.net/productimages/CO/COPDH331-A01-207615-1400px-1820px.jpg,229.00 GBP,79.00 GBP,in stock,TRUE,TRUE
5063755177453,SQSRK002,Hawes & Curtis Slim Blue & White Stripe Non-Iron Shirt,http://www.hawesandcurtis.co.uk/slim-blue-and-white-stripe-non-iron-shirt-sqsrk002-b04,https://handcmediastorage.blob.core.windows.net/productimages/SQ/SQSRK002-B04-216354-1400px-1820px.jpg,69.00 GBP,25.00 GBP,in stock,TRUE,TRUE
5063755198861,TIPAK319,Hawes & Curtis Vanilla 1913 Mélange Linen Tie,http://www.hawesandcurtis.co.uk/vanilla-linen-1913-tie-tipak319-h81,https://handcmediastorage.blob.core.windows.net/productimages/TI/TIPAK319-H81-215018-1400px-1820px.jpg,49.00 GBP,29.00 GBP,in stock,TRUE,TRUE
5063755001826,LUDZK011,Hawes & Curtis Light Blue & White Floral Pussybow Blouse,http://www.hawesandcurtis.co.uk/light-blue-and-white-floral-pussybow-blouse1-ludzk011-b46,https://handcmediastorage.blob.core.windows.net/productimages/LU/LUDZK011-B46-212529-1400px-1820px.jpg,35.00 GBP,20.00 GBP,in stock,TRUE,TRUE
5063755227950,SYCRK021,Hawes & Curtis Slim Fit Navy & Pink Check Non-Iron Shirt - Contrast Detail,http://www.hawesandcurtis.co.uk/slim-fit-navy-and-pink-multi-check-non-iron-shirt-contrast-detail1-sycrk021-g15,https://handcmediastorage.blob.core.windows.net/productimages/SY/SYCRK021-G15-216230-1400px-1820px.jpg,69.00 GBP,25.00 GBP,in stock,TRUE,TRUE
5063056956252,WYVRJ001,Hawes & Curtis Classic Fit Navy & White Textured Weave Non-Iron Shirt,http://www.hawesandcurtis.co.uk/classic-fit-navy-and-white-textured-weave-non-iron-shirt-wyvrj001-g17,https://handcmediastorage.blob.core.windows.net/productimages/WY/WYVRJ001-G17-208118-1400px-1820px.jpg,69.00 GBP,25.00 GBP,in stock,TRUE,TRUE
5059090482673,IFPGA220,Hawes & Curtis Fitted Slim Blue Poplin Shirt,http://www.hawesandcurtis.co.uk/blue-poplin-fitted-slim-shirt-windsor-collar-ifpga220-b01,https://handcmediastorage.blob.core.windows.net/productimages/IF/IFPGA220-B01-182389-1400px-1820px.jpg,65.00 GBP,25.00 GBP,in stock,TRUE,TRUE
5063755096754,SRPRK503,Hawes & Curtis Pink Linen Shorts,http://www.hawesandcurtis.co.uk/slim-fit-pink-linen-shorts-srprk503-j01,https://handcmediastorage.blob.core.windows.net/productimages/SR/SRPRK503-J01-214819-1400px-1820px.jpg,69.00 GBP,45.00 GBP,in stock,TRUE,TRUE
5063755151521,WVVRK002,Hawes & Curtis Classic Fit Blue & White Textured Weave Non-Iron Shirt,http://www.hawesandcurtis.co.uk/classic-fit-blue-and-white-textured-weave-non-iron-shirt1-wvvrk002-b04,https://handcmediastorage.blob.core.windows.net/productimages/WV/WVVRK002-B04-213254-1400px-1820px.jpg,69.00 GBP,25.00 GBP,in stock,TRUE,TRUE
5059090448754,WCCRYS64,Hawes & Curtis Slim Fit Blue Tonal Check Waistcoat,http://www.hawesandcurtis.co.uk/mens-blue-tonal-check-classic-fit-waistcoat-wccrys64-b01,https://handcmediastorage.blob.core.windows.net/productimages/WC/WCCRYS64-B01-154546-1400px-1820px.jpg,100.00 GBP,20.00 GBP,in stock,TRUE,TRUE
5063056473162,COCLGA59,Hawes & Curtis Light Green Herringbone 1913 Blazer,http://www.hawesandcurtis.co.uk/light-green-double-breasted-herringbone-wool-blend-blazer-1913-collection-coclga59-e25,https://handcmediastorage.blob.core.windows.net/productimages/CO/COCLGA59-E25-185922-1400px-1820px.jpg,449.00 GBP,199.00 GBP,in stock,TRUE,TRUE
5063056785647,JKPLIS18,Hawes & Curtis Slim Fit Pale Grey 1913 Linen Suit Jacket,http://www.hawesandcurtis.co.uk/pale-grey-italian-linen-cotton-slim-fit-suit-jacket-1913-collection-jkplis18-f50,https://handcmediastorage.blob.core.windows.net/productimages/JK/JKPLIS18-F50-200924-1400px-1820px.jpg,329.00 GBP,59.00 GBP,in stock,TRUE,TRUE
5063755210174,SYCRK018,Hawes & Curtis Slim Fit Pink & Navy Multi Check Non-Iron Shirt - Contrast Detail,http://www.hawesandcurtis.co.uk/slim-fit-pink-and-navy-multi-check-non-iron-shirt-contrast-detail-sycrk018-j14,https://handcmediastorage.blob.core.windows.net/productimages/SY/SYCRK018-J14-216263-1400px-1820px.jpg,69.00 GBP,25.00 GBP,in stock,TRUE,TRUE
5063755094620,SRPRK501,Hawes & Curtis Black Linen Shorts,http://www.hawesandcurtis.co.uk/slim-fit-black-linen-shorts-srprk501-a01,https://handcmediastorage.blob.core.windows.net/productimages/SR/SRPRK501-A01-214104-1400px-1820px.jpg,69.00 GBP,45.00 GBP,in stock,TRUE,TRUE
5063056886658,WECFJ002,Hawes & Curtis Slim Fit Navy & White Puppytooth Shirt,http://www.hawesandcurtis.co.uk/slim-fit-navy-and-white-puppytooth-shirt-wecfj002-g17,https://handcmediastorage.blob.core.windows.net/productimages/WE/WECFJ002-G17-205867-1400px-1820px.jpg,65.00 GBP,25.00 GBP,in stock,TRUE,TRUE
5063056946475,IGCRJ003,Hawes & Curtis Fitted Slim Pink & Blue Check Non-Iron Shirt - Contrast Detail,http://www.hawesandcurtis.co.uk/fitted-slim-pink-and-blue-check-non-iron-shirt-contrast-detail-igcrj003-j03,https://handcmediastorage.blob.core.windows.net/productimages/IG/IGCRJ003-J03-208059-1400px-1820px.jpg,69.00 GBP,25.00 GBP,in stock,TRUE,TRUE
5063056047660,SRCRA007,Hawes & Curtis Non-Iron Navy & White Gingham Check Slim Shirt - Windsor Collar,http://www.hawesandcurtis.co.uk/non-iron-navy-and-white-gingham-check-slim-fit-shirt-windsor-collar-srcra007-g17,https://handcmediastorage.blob.core.windows.net/productimages/SR/SRCRA007-G17-164234-1400px-1820px.jpg,69.00 GBP,25.00 GBP,in stock,TRUE,TRUE
5059090400950,SDVRA008,Hawes & Curtis Extra Slim Fit White & Blue Dobby Non-Iron Shirt,http://www.hawesandcurtis.co.uk/non-iron-white-and-blue-dobby-extra-slim-fit-shirt-double-cuff-sdvra008-n03,https://handcmediastorage.blob.core.windows.net/productimages/SD/SDVRA008-N03-179997-1400px-1820px.jpg,69.00 GBP,25.00 GBP,in stock,TRUE,TRUE
5063755068386,SQVRK001,Hawes & Curtis Slim Fit Blue & White Textured Weave Non-Iron Shirt,http://www.hawesandcurtis.co.uk/slim-blue-and-white-textured-weave-non-iron-shirt-sqvrk001-b04,https://handcmediastorage.blob.core.windows.net/productimages/SQ/SQVRK001-B04-216414-1400px-1820px.jpg,69.00 GBP,25.00 GBP,in stock,TRUE,TRUE
5063755102271,SSSRK008,Hawes & Curtis Slim Fit Pink & White Fine Stripe Non-Iron Shirt,http://www.hawesandcurtis.co.uk/slim-fit-pink-and-white-fine-stripe-non-iron-shirt-sssrk008-j18,https://handcmediastorage.blob.core.windows.net/productimages/SS/SSSRK008-J18-211644-1400px-1820px.jpg,69.00 GBP,25.00 GBP,in stock,TRUE,TRUE
5063056825145,EYVRI002,Hawes & Curtis Extra Slim Fit Lilac & White Textured Weave Non-Iron Shirt,http://www.hawesandcurtis.co.uk/non-iron-lilac-and-white-textured-weave-extra-slim-fit-shirt-windsor-collar-eyvri002-k44,https://handcmediastorage.blob.core.windows.net/productimages/EY/EYVRI002-K44-196756-1400px-1820px.jpg,69.00 GBP,25.00 GBP,in stock,TRUE,TRUE
5063056502619,JWPWH006,Hawes & Curtis Camel Polo Jumper - Machine Washable,http://www.hawesandcurtis.co.uk/camel-merino-polo-jumper-machine-washable-jwpwh006-h30,https://handcmediastorage.blob.core.windows.net/productimages/JW/JWPWH006-H30-207741-1400px-1820px.jpg,79.00 GBP,35.00 GBP,in stock,TRUE,TRUE
5063755198915,TIDBK318,Hawes & Curtis Butter Yellow Seersucker Stripe 1913 Tie,http://www.hawesandcurtis.co.uk/butter-yellow-seersucker-stripe-1913-tie-tidbk318-p93,https://handcmediastorage.blob.core.windows.net/productimages/TI/TIDBK318-P93-214429-1400px-1820px.jpg,49.00 GBP,29.00 GBP,in stock,TRUE,TRUE
5063056801743,TIDMI889,Hawes & Curtis Ecru Knit Tie - 100% Linen,http://www.hawesandcurtis.co.uk/ecru-knit-tie-100percent-linen-tidmi889-c56,https://handcmediastorage.blob.core.windows.net/productimages/TI/TIDMI889-C56-199809-1400px-1820px.jpg,39.00 GBP,19.00 GBP,in stock,TRUE,TRUE
5063056680775,WBPDF002,Hawes & Curtis Regular Fit Black Garment-Dyed Chinos,http://www.hawesandcurtis.co.uk/black-garment-dyed-cotton-stretch-chinos1-wbpdf002-a01,https://handcmediastorage.blob.core.windows.net/productimages/WB/WBPDF002-A01-206550-1400px-1820px.jpg,69.00 GBP,39.00 GBP,in stock,TRUE,TRUE
5063755201295,IECRK003,Hawes & Curtis Fitted Slim Lilac & White Mini Check Non-Iron Shirt,http://www.hawesandcurtis.co.uk/fitted-slim-lilac-and-white-mini-check-non-iron-shirt-iecrk003-k44,https://handcmediastorage.blob.core.windows.net/productimages/IE/IECRK003-K44-215526-1400px-1820px.jpg,69.00 GBP,25.00 GBP,in stock,TRUE,TRUE
5054907267481,NYPIA221,Hawes & Curtis Slim Fit Light Pink Twill Curtis Shirt,http://www.hawesandcurtis.co.uk/light-pink-twill-slim-shirt-high-collar-nypia221-j30,https://handcmediastorage.blob.core.windows.net/productimages/NY/NYPIA221-J30-213477-1400px-1820px.jpg,69.00 GBP,25.00 GBP,in stock,TRUE,TRUE
5063056302998,HADSA101,Hawes & Curtis Sage Green Paisley Pocket Square - 100% Silk,http://www.hawesandcurtis.co.uk/sage-green-paisley-pocket-square-100percent-silk-hadsa101-e81,https://handcmediastorage.blob.core.windows.net/productimages/HA/HADSA101-E81-207556-1400px-1820px.jpg,25.00 GBP,5.00 GBP,in stock,TRUE,TRUE
5063755086731,PPPHK016,Hawes & Curtis Tobacco Premium Pointelle Stripe Polo Shirt,http://www.hawesandcurtis.co.uk/tobacco-pointelle-stripe-polo-shirt-ppphk016-c67,https://handcmediastorage.blob.core.windows.net/productimages/PP/PPPHK016-C67-215775-1400px-1820px.jpg,69.00 GBP,35.00 GBP,in stock,TRUE,TRUE
5063755041129,BFDFK008,Hawes & Curtis Slim Fit Navy & Blue Floral Curtis Shirt,http://www.hawesandcurtis.co.uk/slim-fit-navy-and-blue-floral-curtis-shirt1-bfdfk008-g03,https://handcmediastorage.blob.core.windows.net/productimages/BF/BFDFK008-G03-211889-1400px-1820px.jpg,69.00 GBP,25.00 GBP,in stock,TRUE,TRUE
5059090936169,SECRA012,Hawes & Curtis Extra Slim Fit Pink & White Check Non-Iron Shirt,http://www.hawesandcurtis.co.uk/non-iron-pink-and-white-check-extra-slim-shirt-secra012-j18,https://handcmediastorage.blob.core.windows.net/productimages/SE/SECRA012-J18-180000-1400px-1820px.jpg,69.00 GBP,25.00 GBP,in stock,TRUE,TRUE
5059090824862,JKPRAC06,Hawes & Curtis Classic Fit Light Grey Twill Suit Jacket,http://www.hawesandcurtis.co.uk/mens-light-grey-twill-classic-fit-suit-jacket-jkprac06-f33,https://handcmediastorage.blob.core.windows.net/productimages/JK/JKPRAC06-F33-203454-1400px-1820px.jpg,219.00 GBP,159.00 GBP,in stock,TRUE,TRUE
5054907513915,YDPIA221,Hawes & Curtis Slim Fit Pink Twill Slim Shirt,http://www.hawesandcurtis.co.uk/pink-twill-slim-fit-shirt-high-collar-double-cuff-ydpia221-j01,https://handcmediastorage.blob.core.windows.net/productimages/YD/YDPIA221-J01-210363-1400px-1820px.jpg,69.00 GBP,25.00 GBP,in stock,TRUE,TRUE
5063056872781,JWPWJ024,Hawes & Curtis Blue Flat Lay Zip Neck Jumper,http://www.hawesandcurtis.co.uk/blue-half-zip-jumper-jwpwj024-b01,https://handcmediastorage.blob.core.windows.net/productimages/JW/JWPWJ024-B01-206033-1400px-1820px.jpg,89.00 GBP,45.00 GBP,in stock,TRUE,TRUE
5063056248890,IDCRA013,Hawes & Curtis Fitted Slim Pink & White Dogtooth Twill Non-Iron Shirt - Contrast Detail,http://www.hawesandcurtis.co.uk/non-iron-pink-and-white-dogtooth-fitted-slim-shirt-with-white-collar-and-cuffs1-idcra013-j18,https://handcmediastorage.blob.core.windows.net/productimages/ID/IDCRA013-J18-170495-1400px-1820px.jpg,69.00 GBP,25.00 GBP,in stock,TRUE,TRUE
5063056767834,TRPRIS22,Hawes & Curtis Slim Fit Navy Suit Trousers,http://www.hawesandcurtis.co.uk/navy-cotton-linen-slim-suit-trousers-trpris22-g01,https://handcmediastorage.blob.core.windows.net/productimages/TR/TRPRIS22-G01-201165-1400px-1820px.jpg,120.00 GBP,60.00 GBP,in stock,TRUE,TRUE
5063056443790,PPPHG004,Hawes & Curtis Sage Green Premium Tipped Textured Knit Polo Shirt,http://www.hawesandcurtis.co.uk/slim-fit-sage-green-tipped-textured-rib-knitted-polo-shirt-ppphg004-e81,https://handcmediastorage.blob.core.windows.net/productimages/PP/PPPHG004-E81-212104-1400px-1820px.jpg,69.00 GBP,29.00 GBP,in stock,TRUE,TRUE
5063056573596,JKPRHS50,Hawes & Curtis Slim Fit Charcoal Herringbone Suit Jacket,http://www.hawesandcurtis.co.uk/charcoal-herringbone-slim-suit-jacket-jkprhs50-f30,https://handcmediastorage.blob.core.windows.net/productimages/JK/JKPRHS50-F30-210850-1400px-1820px.jpg,229.00 GBP,59.00 GBP,in stock,TRUE,TRUE
5063755040641,NYDFK012,Hawes & Curtis Slim Fit White & Blue Paisley Curtis Shirt,http://www.hawesandcurtis.co.uk/slim-fit-white-and-blue-paisley-curtis-shirt4-nydfk012-n03,https://handcmediastorage.blob.core.windows.net/productimages/NY/NYDFK012-N03-213813-1400px-1820px.jpg,69.00 GBP,25.00 GBP,in stock,TRUE,TRUE
5063755041600,PCDZK016,Hawes & Curtis Slim Fit White & Blue Floral Diamond Weave Curtis Shirt,http://www.hawesandcurtis.co.uk/slim-fit-white-and-blue-floral-diamond-weave-curtis-shirt6-pcdzk016-n03,https://handcmediastorage.blob.core.windows.net/productimages/PC/PCDZK016-N03-211869-1400px-1820px.jpg,69.00 GBP,25.00 GBP,in stock,TRUE,TRUE
5063056818963,PCBFJ017,Hawes & Curtis Slim Fit Plum Dobby Curtis Shirt,http://www.hawesandcurtis.co.uk/slim-fit-plum-dobby-semi-plain-curtis-shirt-pcbfj017-k60,https://handcmediastorage.blob.core.windows.net/productimages/PC/PCBFJ017-K60-207096-1400px-1820px.jpg,69.00 GBP,25.00 GBP,in stock,TRUE,TRUE
5063755044601,PPPHI010,Hawes & Curtis Tobacco Premium Knitted Polo Shirt - Long Sleeve,http://www.hawesandcurtis.co.uk/slim-fit-tobacco-open-collar-knitted-polo-shirt-long-sleeve-ppphi010-c67,https://handcmediastorage.blob.core.windows.net/productimages/PP/PPPHI010-C67-212810-1400px-1820px.jpg,79.00 GBP,29.00 GBP,in stock,TRUE,TRUE
5063056858457,PCPFJ021,Hawes & Curtis Slim Fit White Curtis Shirt - Contrast Detail,http://www.hawesandcurtis.co.uk/slim-fit-white-curtis-shirt-contrast-detail-pcpfj021-n01,https://handcmediastorage.blob.core.windows.net/productimages/PC/PCPFJ021-N01-207101-1400px-1820px.jpg,69.00 GBP,25.00 GBP,in stock,TRUE,TRUE
